Reaction,Substrate partner,Direction,SMILES,BiGG Name,DB Name,Cleaned Substrate
O16GALFT,udpgalfur_c,forward,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H]([C@H](O)CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,"UDP-D-galacto-1,4-furanose","UDP-D-galacto-1,4-furanose",udpgalfur
O16GLCT2,gfgaragund_c,forward,CC(=O)NC1C(OP(=O)([O-])OP(=O)([O-])OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)OC(CO)C(O)C1OC1OC(C)C(O)C(OC2OC(COC3OC(C(O)CO)C(O)C3O)C(O)C(O)C2O)C1OC(C)=O,Galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,gfgaragund
O16GLCT2,udpg_c,forward,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,UDPglucose,UDP-GLUCOSE,udpg
O16AUNDtpp,o16aund_c,forward,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(\C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O[C@H]2O[C@H](CO[C@@H]3O[C@@H]([C@H](O)CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1OC(C)=O,O16 antigen undecaprenyl diphosphate,O16 antigen undecaprenyl diphosphate,o16aund
O16AP1pp,o16aund_p,forward,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(\C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O[C@H]2O[C@H](CO[C@@H]3O[C@@H]([C@H](O)CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1OC(C)=O,O16 antigen undecaprenyl diphosphate,O16 antigen undecaprenyl diphosphate,o16aund
GLYCAt2rpp,glyc__R_p,forward,O=C([O-])[C@H](O)CO,(R)-Glycerate,Glycerate,glyc  R
GLYCAt2rpp,h_p,forward,[H+],H+,H(+),h
GLYCAt2rpp,glyc__R_c,reverse,O=C([O-])[C@H](O)CO,(R)-Glycerate,Glycerate,glyc  R
GLYCAt2rpp,h_c,reverse,[H+],H+,H(+),h
GLYCAtex,glyc__R_e,forward,O=C([O-])[C@H](O)CO,(R)-Glycerate,Glycerate,glyc  R
GLYCAtex,glyc__R_p,reverse,O=C([O-])[C@H](O)CO,(R)-Glycerate,Glycerate,glyc  R
EX_enlipa_e,enlipa_e,forward,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@@H](CO)OP(=O)([O-])OCC[NH3+])O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,Phosphoethanolamine KDO(2)-lipid (A),phosphoethanolamine KDO(2)-lipid (A),enlipa
EX_hacolipa_e,hacolipa_e,forward,CCCCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O[C@]4(C(=O)[O-])C[C@@H](O[C@]5(C(=O)[O-])C[C@@H](O)[C@@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@@H]([C@H](O)CO)O5)[C@@H](O)[C@@H]([C@H](O)CO)O4)[C@@H](O[C@H]4O[C@H]([C@H](O)CO)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]5O[C@H]([C@H](O)CO[C@H]6O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@@H](OP(=O)([O-])[O-])[C@H](O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO[C@H]8OC([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]8O)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@@H]5O)[C@@H]4O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)[C@H]2NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,Hepta-acylated core oligosaccharide lipid A (E. coli),hepta-acylated core oligosaccharide lipid A,hacolipa
AGM4PCP,anhgm4p_c,forward,*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)C2COC(O2)[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-],N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide,anhgm4p
AGM4PCP,h2o_c,forward,O,H2O H2O,,h2o
4PCP,LalaDgluMdapDala_c,forward,CC([NH3+])C(=O)NC(CCCC(NC(=O)CCC(NC(=O)C(C)[NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-],"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",LalaDgluMdapDala
4PCP,h2o_c,forward,O,H2O H2O,,h2o
4PCPpp,LalaDgluMdapDala_p,forward,CC([NH3+])C(=O)NC(CCCC(NC(=O)CCC(NC(=O)C(C)[NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-],"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine","L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",LalaDgluMdapDala
4PCPpp,h2o_p,forward,,H2O H2O,,h2o
FALDH2,hmgth_c,forward,,Hydroxymethylglutathione,,hmgth
FALDH2,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
FALDH2,Sfglutth_c,reverse,[NH3+][C@@H](CCC(=O)N[C@@H](CSC=O)C(=O)NCC(=O)[O-])C(=O)[O-],S-Formylglutathione,S-Formylglutathione,Sfglutth
FALDH2,h_c,reverse,[H+],H+,H(+),h
FALDH2,nadh_c,reverse,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
GLYBabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
GLYBabcpp,glyb_p,forward,C[N+](C)(C)CC(=O)[O-],Glycine betaine,glycine betaine,glyb
GLYBabcpp,h2o_c,forward,O,H2O H2O,,h2o
GLYC3Pt6pp,glyc3p_p,forward,O=P([O-])([O-])OC[C@H](O)CO,Glycerol 3-phosphate,sn-glycerol 3-phosphate,glyc3p
GLYC3Pt6pp,pi_c,forward,O=P([O-])([O-])O,Phosphate,phosphate,pi
GLYCLTt4pp,glyclt_p,forward,O=C([O-])CO,Glycolate C2H3O3,glycolate,glyclt
GLYCLTt4pp,na1_p,forward,[Na+],Sodium,Na(+),na1
GLYCtpp,glyc_c,forward,OCC(O)CO,Glycerol,glycerol,glyc
GLYCtpp,glyc_p,reverse,OCC(O)CO,Glycerol,glycerol,glyc
H2Otpp,h2o_p,forward,,H2O H2O,,h2o
H2Otpp,h2o_c,reverse,O,H2O H2O,,h2o
HCINNMt2rpp,3hcinnm_p,forward,O=C([O-])/C=C/c1cccc(O)c1,3-hydroxycinnamic acid,3-Coumaric acid,3hcinnm
HCINNMt2rpp,h_p,forward,[H+],H+,H(+),h
HCINNMt2rpp,3hcinnm_c,reverse,O=C([O-])/C=C/c1cccc(O)c1,3-hydroxycinnamic acid,3-Coumaric acid,3hcinnm
HCINNMt2rpp,h_c,reverse,[H+],H+,H(+),h
HISabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
HISabcpp,h2o_c,forward,O,H2O H2O,,h2o
HISabcpp,his__L_p,forward,[NH3+]C(Cc1c[nH]cn1)C(=O)[O-],L-Histidine,Histidine,his  L
HISt2rpp,h_p,forward,[H+],H+,H(+),h
HISt2rpp,his__L_p,forward,[NH3+]C(Cc1c[nH]cn1)C(=O)[O-],L-Histidine,Histidine,his  L
HISt2rpp,h_c,reverse,[H+],H+,H(+),h
HISt2rpp,his__L_c,reverse,[NH3+]C(Cc1c[nH]cn1)C(=O)[O-],L-Histidine,Histidine,his  L
CBIAT,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
CBIAT,cbi_c,forward,,Cobinamide,,cbi
CBIAT,h_c,forward,[H+],H+,H(+),h
CBIAT,adocbi_c,reverse,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@H]([C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)O)[C@]6(C)[N+](=C1[C@@H](CCC(N)=O)[C@]6(C)CC(N)=O)[Co-2]753C[C@H]1O[C@@H](n3cnc5c(N)ncnc53)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,Adenosyl cobinamide,Adenosyl cobinamide,adocbi
CBIAT,pppi_c,reverse,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-],Inorganic triphosphate,triphosphate,pppi
LYSabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
LYSabcpp,h2o_c,forward,O,H2O H2O,,h2o
LYSabcpp,lys__L_p,forward,[NH3+]CCCCC([NH3+])C(=O)[O-],L-Lysine,Lysine,lys  L
COBALT2tex,cobalt2_e,forward,[Co+2],Co2+,Co(2+),cobalt2
COBALT2tex,cobalt2_p,reverse,[Co+2],Co2+,Co(2+),cobalt2
PPDOy,h_c,forward,[H+],H+,H(+),h
PPDOy,lald__D_c,forward,C[C@@H](O)C=O,D-Lactaldehyde,(R)-lactaldehyde,lald  D
PPDOy,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
FALGTHLs,fald_c,forward,C=O,Formaldehyde,Formaldehyde,fald
FALGTHLs,gthrd_c,forward,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],Reduced glutathione,GSH,gthrd
FALGTHLs,hmgth_c,reverse,,Hydroxymethylglutathione,,hmgth
NTD12pp,dimp_p,forward,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1,DIMP C10H12N4O7P,dIMP,dimp
NTD12pp,h2o_p,forward,,H2O H2O,,h2o
PPA2,h2o_c,forward,O,H2O H2O,,h2o
PPA2,pppi_c,forward,O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-],Inorganic triphosphate,triphosphate,pppi
DIMPtex,dimp_e,forward,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1,DIMP C10H12N4O7P,dIMP,dimp
DIMPtex,dimp_p,reverse,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1,DIMP C10H12N4O7P,dIMP,dimp
3NTD7pp,3amp_p,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H]1O,3  AMP C10H12N5O7P,3'-AMP,3amp
3NTD7pp,h2o_p,forward,,H2O H2O,,h2o
3NTD4pp,3cmp_p,forward,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H]2O)c(=O)n1,3  CMP C9H12N3O8P,3'-CMP,3cmp
3NTD4pp,h2o_p,forward,,H2O H2O,,h2o
3NTD2pp,3ump_p,forward,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H]2O)c(=O)[nH]1,3  UMP C9H11N2O9P,3'-UMP,3ump
3NTD2pp,h2o_p,forward,,H2O H2O,,h2o
3NTD9pp,3gmp_p,forward,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H]2O)c(=O)[nH]1,Guanosine 3  phosphate C10H12N5O8P,3'-GMP,3gmp
3NTD9pp,h2o_p,forward,,H2O H2O,,h2o
23PDE7pp,23camp_p,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OP(=O)([O-])O[C@H]21,"2',3'-Cyclic AMP","2',3'-cyclophospho-AMP",23camp
23PDE7pp,h2o_p,forward,,H2O H2O,,h2o
GALTptspp,galt_p,forward,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,Galactitol,galactitol,galt
GALTptspp,pep_c,forward,C=C(OP(=O)([O-])[O-])C(=O)[O-],Phosphoenolpyruvate,phosphoenolpyruvate,pep
GALURt2rpp,galur_p,forward,O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,D-Galacturonate,D-Galacturonate,galur
GALURt2rpp,h_p,forward,[H+],H+,H(+),h
GALURt2rpp,galur_c,reverse,O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,D-Galacturonate,D-Galacturonate,galur
GALURt2rpp,h_c,reverse,[H+],H+,H(+),h
GLCNt2rpp,glcn_p,forward,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Gluconate,D-gluconate,glcn
GLCNt2rpp,h_p,forward,[H+],H+,H(+),h
GLCNt2rpp,glcn_c,reverse,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Gluconate,D-gluconate,glcn
GLCNt2rpp,h_c,reverse,[H+],H+,H(+),h
GLCptspp,glc__D_p,forward,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Glucose,D-Glucose,glc  D
GLCptspp,pep_c,forward,C=C(OP(=O)([O-])[O-])C(=O)[O-],Phosphoenolpyruvate,phosphoenolpyruvate,pep
GLCRt2rpp,glcr_p,forward,,D-Glucarate,,glcr
GLCRt2rpp,h_p,forward,[H+],H+,H(+),h
GLCRt2rpp,glcr_c,reverse,,D-Glucarate,,glcr
GLCRt2rpp,h_c,reverse,[H+],H+,H(+),h
GLCt2pp,glc__D_p,forward,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Glucose,D-Glucose,glc  D
GLCt2pp,h_p,forward,[H+],H+,H(+),h
GLCURt2rpp,glcur_p,forward,O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,D-Glucuronate,Glucuronate,glcur
GLCURt2rpp,h_p,forward,[H+],H+,H(+),h
GLCURt2rpp,glcur_c,reverse,O=C([O-])[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,D-Glucuronate,Glucuronate,glcur
GLCURt2rpp,h_c,reverse,[H+],H+,H(+),h
ACMUMptspp,acmum_p,forward,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-],N-Acetylmuramate,N-Acetylmuramate,acmum
ACMUMptspp,pep_c,forward,C=C(OP(=O)([O-])[O-])C(=O)[O-],Phosphoenolpyruvate,phosphoenolpyruvate,pep
EX_h2o_e,h2o_e,forward,,H2O H2O,,h2o
EX_ala__D_e,ala__D_e,forward,C[C@@H]([NH3+])C(=O)[O-],D-Alanine,D-Alanine,ala  D
HSTPT,glu__L_c,forward,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
HSTPT,imacp_c,forward,O=C(COP(=O)([O-])[O-])Cc1c[nH]cn1,3-(Imidazol-4-yl)-2-oxopropyl phosphate,3-(imidazol-4-yl)-2-oxopropyl phosphate,imacp
THDPS,h2o_c,forward,O,H2O H2O,,h2o
THDPS,succoa_c,forward,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-],Succinyl-CoA,Succinyl-CoA,succoa
THDPS,thdp_c,forward,O=C([O-])C1=N[C@H](C(=O)[O-])CCC1,"2,3,4,5-Tetrahydrodipicolinate","(S)-2,3,4,5-tetrahydrodipicolinate",thdp
ACONMT,acon_T_c,forward,O=C([O-])/C=C(\CC(=O)[O-])C(=O)[O-],Trans-Aconitate,trans-Aconitate,acon T
ACONMT,amet_c,forward,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,S-Adenosyl-L-methionine,S-Adenosyl-L-methionine,amet
XTSNtex,xtsn_e,forward,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,Xanthosine,Xanthosine,xtsn
XTSNtex,xtsn_p,reverse,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,Xanthosine,Xanthosine,xtsn
EX_hdca_e,hdca_e,forward,CCCCCCCCCCCCCCCC(=O)[O-],Hexadecanoate (n-C16:0),hexadecanoate,hdca
EX_glcr_e,glcr_e,forward,,D-Glucarate,,glcr
GNK,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
GNK,glcn_c,forward,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Gluconate,D-gluconate,glcn
HMBS,h2o_c,forward,O,H2O H2O,,h2o
HMBS,ppbng_c,forward,[NH3+]Cc1[nH]cc(CCC(=O)[O-])c1CC(=O)[O-],Porphobilinogen,porphobilinogen,ppbng
RMK,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
RMK,rml_c,forward,C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO,L-Rhamnulose,L-Rhamnulose,rml
FHL,for_c,forward,O=C[O-],Formate,formate,for
FHL,h_c,forward,[H+],H+,H(+),h
HYPOE,h2o_c,forward,O,H2O H2O,,h2o
HYPOE,pyam5p_c,forward,Cc1ncc(COP(=O)([O-])[O-])c(C[NH3+])c1O,Pyridoxamine 5'-phosphate,pyridoxamine 5'-phosphate,pyam5p
MEPCT,2me4p_c,forward,C[C@](O)(CO)[C@H](O)COP(=O)([O-])[O-],2-C-methyl-D-erythritol 4-phosphate,2-C-methyl-D-erythritol4-phosphate,2me4p
MEPCT,ctp_c,forward,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1,CTP C9H12N3O14P3,CTP,ctp
MEPCT,h_c,forward,[H+],H+,H(+),h
GLUDy,glu__L_c,forward,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GLUDy,h2o_c,forward,O,H2O H2O,,h2o
GLUDy,nadp_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide phosphate,NADP(+),nadp
GLUDy,akg_c,reverse,O=C([O-])CCC(=O)C(=O)[O-],2-Oxoglutarate,2-oxoglutarate,akg
GLUDy,h_c,reverse,[H+],H+,H(+),h
GLUDy,nadph_c,reverse,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
GLUDy,nh4_c,reverse,[NH4+],Ammonium,NH4+,nh4
ZN2abcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
ZN2abcpp,h2o_c,forward,O,H2O H2O,,h2o
ZN2abcpp,zn2_c,forward,[Zn+2],Zinc,Zn2+,zn2
GLYCLTDy,glx_c,forward,O=CC(=O)[O-],Glyoxylate,glyoxylate,glx
GLYCLTDy,h_c,forward,[H+],H+,H(+),h
GLYCLTDy,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
LYSDC,h_c,forward,[H+],H+,H(+),h
LYSDC,lys__L_c,forward,[NH3+]CCCCC([NH3+])C(=O)[O-],L-Lysine,Lysine,lys  L
DAAD,ala__D_c,forward,C[C@@H]([NH3+])C(=O)[O-],D-Alanine,D-Alanine,ala  D
DAAD,fad_c,forward,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,Flavin adenine dinucleotide oxidized,FAD,fad
DAAD,h2o_c,forward,O,H2O H2O,,h2o
UREAtpp,urea_p,forward,NC(N)=O,Urea CH4N2O,urea,urea
UREAtpp,urea_c,reverse,NC(N)=O,Urea CH4N2O,urea,urea
XANt2pp,h_p,forward,[H+],H+,H(+),h
XANt2pp,xan_p,forward,O=c1[nH]c(=O)c2nc[nH]c2[nH]1,Xanthine,xanthine,xan
GLYC3Pabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
GLYC3Pabcpp,glyc3p_p,forward,O=P([O-])([O-])OC[C@H](O)CO,Glycerol 3-phosphate,sn-glycerol 3-phosphate,glyc3p
GLYC3Pabcpp,h2o_c,forward,O,H2O H2O,,h2o
PPPNt2rpp,h_p,forward,[H+],H+,H(+),h
PPPNt2rpp,pppn_p,forward,O=C([O-])CCc1ccccc1,Phenylpropanoate,3-phenylpropanoate,pppn
PPPNt2rpp,h_c,reverse,[H+],H+,H(+),h
PPPNt2rpp,pppn_c,reverse,O=C([O-])CCc1ccccc1,Phenylpropanoate,3-phenylpropanoate,pppn
PTRCORNt7pp,orn_c,forward,[NH3+]CCCC([NH3+])C(=O)[O-],Ornithine,Ornithine,orn
PTRCORNt7pp,ptrc_p,forward,[NH3+]CCCC[NH3+],Putrescine,putrescine,ptrc
PTRCORNt7pp,orn_p,reverse,[NH3+]CCCC([NH3+])C(=O)[O-],Ornithine,Ornithine,orn
PTRCORNt7pp,ptrc_c,reverse,[NH3+]CCCC[NH3+],Putrescine,putrescine,ptrc
SPMDabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
SPMDabcpp,h2o_c,forward,O,H2O H2O,,h2o
SPMDabcpp,spmd_p,forward,[NH3+]CCCC[NH2+]CCC[NH3+],Spermidine,spermidine,spmd
HG2tex,hg2_e,forward,[Hg+2],Mercury  charged 2  Hg,Hg(2+),hg2
HG2tex,hg2_p,reverse,[Hg+2],Mercury  charged 2  Hg,Hg(2+),hg2
NTPP5,datp_c,forward,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1,DATP C10H12N5O12P3,dATP,datp
NTPP5,h2o_c,forward,O,H2O H2O,,h2o
ATPM,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
ATPM,h2o_c,forward,O,H2O H2O,,h2o
NADPPPS,h2o_c,forward,O,H2O H2O,,h2o
NADPPPS,nadp_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide phosphate,NADP(+),nadp
