Reaction,Substrate partner,Direction,SMILES,BiGG Name,DB Name,Cleaned Substrate
CTBTabcpp,h2o_c,forward,O,H2O H2O,,h2o
NTPP9,h2o_c,forward,O,H2O H2O,,h2o
NTPP9,itp_c,forward,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ITP C10H11N4O14P3,ITP,itp
NTPP10,ditp_c,forward,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O1,DITP(4-),dITP,ditp
NTPP10,h2o_c,forward,O,H2O H2O,,h2o
NTPP11,h2o_c,forward,O,H2O H2O,,h2o
NTPP11,xtp_c,forward,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]3O)c2[nH]1,XTP,XTP,xtp
NTD10pp,h2o_p,forward,,H2O H2O,,h2o
NTD10pp,xmp_p,forward,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1,Xanthosine 5'-phosphate,XMP,xmp
NTD1pp,dump_p,forward,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,DUMP C9H11N2O8P,dUMP,dump
NTD1pp,h2o_p,forward,,H2O H2O,,h2o
NTD2pp,h2o_p,forward,,H2O H2O,,h2o
NTD2pp,ump_p,forward,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,UMP C9H11N2O9P,UMP,ump
NTD3pp,dcmp_p,forward,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)n1,DCMP C9H12N3O7P,dCMP,dcmp
NTD3pp,h2o_p,forward,,H2O H2O,,h2o
NTD4pp,cmp_p,forward,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1,CMP C9H12N3O8P,CMP,cmp
NTD4pp,h2o_p,forward,,H2O H2O,,h2o
NTD5pp,dtmp_p,forward,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,DTMP C10H13N2O8P,dTMP,dtmp
NTD5pp,h2o_p,forward,,H2O H2O,,h2o
NTD6pp,damp_p,forward,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1,DAMP C10H12N5O6P,dAMP,damp
NTD6pp,h2o_p,forward,,H2O H2O,,h2o
NTD7pp,amp_p,forward,,AMP C10H12N5O7P,,amp
NTD7pp,h2o_p,forward,,H2O H2O,,h2o
NTD9pp,gmp_p,forward,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,GMP C10H12N5O8P,GMP,gmp
NTD9pp,h2o_p,forward,,H2O H2O,,h2o
PEAMNOpp,h2o_p,forward,,H2O H2O,,h2o
PEAMNOpp,o2_p,forward,O=O,O2 O2,O2,o2
PEAMNOpp,peamn_p,forward,[NH3+]CCc1ccccc1,Phenethylamine,2-phenylethylamine,peamn
GAL1PPpp,gal1p_p,forward,O=P([O-])([O-])OC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,Alpha-D-Galactose 1-phosphate,D-Galactose 1-phosphate,gal1p
GAL1PPpp,h2o_p,forward,,H2O H2O,,h2o
H2O2tex,h2o2_e,forward,OO,Hydrogen peroxide,H2O2,h2o2
H2O2tex,h2o2_p,reverse,OO,Hydrogen peroxide,H2O2,h2o2
ARGDCpp,arg__L_p,forward,NC(=[NH2+])NCCCC([NH3+])C(=O)[O-],L-Arginine,Amino acid(Arg-),arg  L
ARGDCpp,h_p,forward,[H+],H+,H(+),h
ALLPI,all6p_c,forward,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)([O-])[O-],D-Allose 6-phosphate,D-Allose 6-phosphate,all6p
ALLPI,allul6p_c,reverse,O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)([O-])[O-],Allulose 6-phosphate,Allulose 6-phosphate,allul6p
ALLK,all__D_c,forward,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O,D-Allose,D-Allose,all  D
ALLK,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
ALLULPE,allul6p_c,forward,O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)COP(=O)([O-])[O-],Allulose 6-phosphate,Allulose 6-phosphate,allul6p
ALLULPE,f6p_c,reverse,O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,D-Fructose 6-phosphate,beta-D-Fructose 6-phosphate,f6p
ADEtex,ade_e,forward,Nc1ncnc2[nH]cnc12,Adenine,adenine,ade
ADEtex,ade_p,reverse,Nc1ncnc2[nH]cnc12,Adenine,adenine,ade
ADNtex,adn_e,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine,Adenosine,adn
ADNtex,adn_p,reverse,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine,Adenosine,adn
AGMtex,agm_e,forward,NC(=[NH2+])NCCCC[NH3+],Agmatine,agmatine,agm
AGMtex,agm_p,reverse,NC(=[NH2+])NCCCC[NH3+],Agmatine,agmatine,agm
ALAtex,ala__L_e,forward,CC([NH3+])C(=O)[O-],L-Alanine,Alanine,ala  L
ALAtex,ala__L_p,reverse,CC([NH3+])C(=O)[O-],L-Alanine,Alanine,ala  L
BALAtex,ala_B_e,forward,[NH3+]CCC(=O)[O-],Beta-Alanine,beta-alanine,ala B
BALAtex,ala_B_p,reverse,[NH3+]CCC(=O)[O-],Beta-Alanine,beta-alanine,ala B
DALAtex,ala__D_e,forward,C[C@@H]([NH3+])C(=O)[O-],D-Alanine,D-Alanine,ala  D
DALAtex,ala__D_p,reverse,C[C@@H]([NH3+])C(=O)[O-],D-Alanine,D-Alanine,ala  D
AMPtex,amp_e,forward,,AMP C10H12N5O7P,,amp
AMPtex,amp_p,reverse,,AMP C10H12N5O7P,,amp
ARBtex,arab__L_e,forward,O=C[C@H](O)[C@@H](O)[C@@H](O)CO,L-Arabinose,L-ARABINOSE,arab  L
ARBtex,arab__L_p,reverse,O=C[C@H](O)[C@@H](O)[C@@H](O)CO,L-Arabinose,L-ARABINOSE,arab  L
ARGtex,arg__L_e,forward,NC(=[NH2+])NCCCC([NH3+])C(=O)[O-],L-Arginine,Amino acid(Arg-),arg  L
ARGtex,arg__L_p,reverse,NC(=[NH2+])NCCCC([NH3+])C(=O)[O-],L-Arginine,Amino acid(Arg-),arg  L
ASCBtex,ascb__L_e,forward,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,L-Ascorbate,L-Ascorbate,ascb  L
ASCBtex,ascb__L_p,reverse,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,L-Ascorbate,L-Ascorbate,ascb  L
FACOAL100t2pp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
FACOAL100t2pp,coa_c,forward,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
FACOAL100t2pp,dca_p,forward,,Decanoate (n-C10:0),,dca
FACOAL100t2pp,h_p,forward,[H+],H+,H(+),h
RIBabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
RIBabcpp,h2o_c,forward,O,H2O H2O,,h2o
RIBabcpp,rib__D_p,forward,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,D-Ribose,D-Ribose,rib  D
GPDDA3pp,g3ps_p,forward,[NH3+][C@@H](COP(=O)([O-])OC[C@H](O)CO)C(=O)[O-],Glycerophosphoserine,Glycerophosphoserine,g3ps
GPDDA3pp,h2o_p,forward,,H2O H2O,,h2o
GPDDA4pp,g3pg_p,forward,O=P([O-])(OCC(O)CO)OCC(O)CO,Glycerophosphoglycerol,Glycerophosphoglycerol,g3pg
GPDDA4pp,h2o_p,forward,,H2O H2O,,h2o
GPDDA2pp,g3pe_p,forward,[NH3+]CCOP(=O)([O-])OC[C@H](O)CO,Sn-Glycero-3-phosphoethanolamine,Glycerophosphoethanolamine,g3pe
GPDDA2pp,h2o_p,forward,,H2O H2O,,h2o
FACOAL120t2pp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
FACOAL120t2pp,coa_c,forward,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
FACOAL120t2pp,ddca_p,forward,,Dodecanoate (n-C12:0),,ddca
FACOAL120t2pp,h_p,forward,[H+],H+,H(+),h
FACOAL140t2pp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
FACOAL140t2pp,coa_c,forward,CC(C)(CO[P](O)(=O)O[P](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O[P](O)(O)=O)n2cnc3c(N)ncnc23)[C@@H](O)C(=O)NCCC(=O)NCCS,Coenzyme A,,coa
FACOAL140t2pp,h_p,forward,[H+],H+,H(+),h
FACOAL140t2pp,ttdca_p,forward,,Tetradecanoate (n-C14:0),,ttdca
FE3HOXtonex,fe3hox_e,forward,C1(=[O][Fe]23(ON1)([O]=C(NO2)*)[O]=C(NO3)*)*,Fe(III)hydroxamate,Fe(III)hydroxamate,fe3hox
FE3HOXtonex,h_p,forward,[H+],H+,H(+),h
CU2abcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
CU2abcpp,cu2_c,forward,[Cu+2],Copper,Cu2+,cu2
CU2abcpp,h2o_c,forward,O,H2O H2O,,h2o
COBALT2abcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
COBALT2abcpp,cobalt2_c,forward,[Co+2],Co2+,Co(2+),cobalt2
COBALT2abcpp,h2o_c,forward,O,H2O H2O,,h2o
NI2abcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
NI2abcpp,h2o_c,forward,O,H2O H2O,,h2o
NI2abcpp,ni2_c,forward,,Nickel,,ni2
MG2uabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
MG2uabcpp,h2o_c,forward,O,H2O H2O,,h2o
MG2uabcpp,mg2_p,forward,[Mg+2],Magnesium,Mg(2+),mg2
HCYSMT2,hcys__L_c,forward,[NH3+][C@@H](CCS)C(=O)[O-],L-Homocysteine,L-homocysteine,hcys  L
HCYSMT2,mmet_c,forward,C[S+](C)CC[C@H]([NH3+])C(=O)[O-],S-Methyl-L-methionine,S-Methyl-L-methionine,mmet
MMETtex,mmet_e,forward,C[S+](C)CC[C@H]([NH3+])C(=O)[O-],S-Methyl-L-methionine,S-Methyl-L-methionine,mmet
MMETtex,mmet_p,reverse,C[S+](C)CC[C@H]([NH3+])C(=O)[O-],S-Methyl-L-methionine,S-Methyl-L-methionine,mmet
FE3tex,fe3_e,forward,[Fe+3],Iron (Fe3+),Fe+3,fe3
FE3tex,fe3_p,reverse,[Fe+3],Iron (Fe3+),Fe+3,fe3
MG2tex,mg2_e,forward,[Mg+2],Magnesium,Mg(2+),mg2
MG2tex,mg2_p,reverse,[Mg+2],Magnesium,Mg(2+),mg2
Zn2tex,zn2_e,forward,[Zn+2],Zinc,Zn2+,zn2
Zn2tex,zn2_p,reverse,[Zn+2],Zinc,Zn2+,zn2
MMETt2pp,h_p,forward,[H+],H+,H(+),h
MMETt2pp,mmet_p,forward,C[S+](C)CC[C@H]([NH3+])C(=O)[O-],S-Methyl-L-methionine,S-Methyl-L-methionine,mmet
CD2tex,cd2_e,forward,[Cd+2],Cadmium,Cd2+,cd2
CD2tex,cd2_p,reverse,[Cd+2],Cadmium,Cd2+,cd2
GLNabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
GLNabcpp,gln__L_p,forward,NC(=O)CC[C@H]([NH3+])C(=O)[O-],L-Glutamine,L-glutamine,gln  L
GLNabcpp,h2o_c,forward,O,H2O H2O,,h2o
GLUabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
GLUabcpp,glu__L_p,forward,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GLUabcpp,h2o_c,forward,O,H2O H2O,,h2o
GLUABUTt7pp,4abut_c,forward,[NH3+]CCCC(=O)[O-],4-Aminobutanoate,4-aminobutanoate,4abut
GLUABUTt7pp,glu__L_p,forward,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GLUABUTt7pp,4abut_p,reverse,[NH3+]CCCC(=O)[O-],4-Aminobutanoate,4-aminobutanoate,4abut
GLUABUTt7pp,glu__L_c,reverse,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GLUt2rpp,glu__L_p,forward,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GLUt2rpp,h_p,forward,[H+],H+,H(+),h
GLUt2rpp,glu__L_c,reverse,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GLUt2rpp,h_c,reverse,[H+],H+,H(+),h
GLUt4pp,glu__L_p,forward,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GLUt4pp,na1_p,forward,[Na+],Sodium,Na(+),na1
GLYALDtpp,glyald_p,forward,O=C[C@H](O)CO,D-Glyceraldehyde,D-glyceraldehyde,glyald
GLYALDtpp,glyald_c,reverse,O=C[C@H](O)CO,D-Glyceraldehyde,D-glyceraldehyde,glyald
EX_etha_e,etha_e,forward,[NH3+]CCO,Ethanolamine,ethanolamine,etha
ACGK,acglu_c,forward,CC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],N-Acetyl-L-glutamate,N-acetyl-L-glutamate,acglu
ACGK,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
LCTSt3ipp,h_p,forward,[H+],H+,H(+),h
LCTSt3ipp,lcts_c,forward,,Lactose C12H22O11,,lcts
ARBt3ipp,arab__L_c,forward,O=C[C@H](O)[C@@H](O)[C@@H](O)CO,L-Arabinose,L-ARABINOSE,arab  L
ARBt3ipp,h_p,forward,[H+],H+,H(+),h
14GLUCANabcpp,14glucan_p,forward,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O*)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,"1,4-alpha-D-glucan",1-4-alpha-D-Glucan,14glucan
14GLUCANabcpp,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
14GLUCANabcpp,h2o_c,forward,O,H2O H2O,,h2o
14GLUCANtexi,14glucan_e,forward,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O*)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,"1,4-alpha-D-glucan",1-4-alpha-D-Glucan,14glucan
DHPTPE,ahdt_c,forward,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])CN2,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate","7,8-dihydroneopterin 3'-triphosphate",ahdt
DHPTPE,dhmptp_c,reverse,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@@H](O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])CN2,Dihydromonapterin-triphosphate,dihydromonapterin-triphosphate,dhmptp
NADPHQR2,h_c,forward,[H+],H+,H(+),h
NADPHQR2,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
NADPHQR2,q8_c,forward,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,Ubiquinone-8,ubiquinone-8,q8
NADPHQR3,h_c,forward,[H+],H+,H(+),h
NADPHQR3,mqn8_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,Menaquinone 8,menaquinone-8,mqn8
NADPHQR3,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
NADPHQR4,2dmmq8_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(=O)c2ccccc2C1=O,2-Demethylmenaquinone 8,2-demethylmenaquinone-8,2dmmq8
NADPHQR4,h_c,forward,[H+],H+,H(+),h
NADPHQR4,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
GLBRAN2,glycogen_c,forward,*O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@H](CO)[C@@H](O[C@H]9O[C@H](CO)[C@@H](O[C@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@H](CO)[C@@H](O[C@H]9O[C@H](CO[C@H]%10O[C@H](CO)[C@@H](O[C@H]%11O[C@H](CO)[C@@H](O[C@H]%12O[C@H](CO)[C@@H](O[C@H]%13O[C@H](CO[C@H]%14O[C@H](CO)[C@@H](O[C@H]%15O[C@H](CO)[C@@H](O[C@H]%16O[C@H](CO)[C@@H](O[C@H]%17O[C@H](CO)[C@@H](O[C@H]%18O[C@H](CO)[C@@H](O[C@H]%19O[C@H](CO)[C@@H](O[C@H]%20O[C@H](CO)[C@@H](O[C@H]%21O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%21O)[C@H](O)[C@H]%20O)[C@H](O)[C@H]%19O)[C@H](O)[C@H]%18O)[C@H](O)[C@H]%17O)[C@H](O)[C@H]%16O)[C@H](O)[C@H]%15O)[C@H](O)[C@H]%14O)[C@@H](O[C@H]%14O[C@H](CO)[C@@H](O[C@H]%15O[C@H](CO)[C@@H](O[C@H]%16O[C@H](CO)[C@@H](O[C@H]%17O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%17O)[C@H](O)[C@H]%16O)[C@H](O)[C@H]%15O)[C@H](O)[C@H]%14O)[C@H](O)[C@H]%13O)[C@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@@H](O[C@H]%10O[C@H](CO)[C@@H](O*)[C@H](O)[C@H]%10O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,Glycogen C6H10O5,Glycogens,glycogen
ASR,aso4_c,forward,O=[As]([O-])([O-])O,Arsenate,Arsenate,aso4
ASR,gthrd_c,forward,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-],Reduced glutathione,GSH,gthrd
ASO3tex,aso3_e,forward,[O-][As](O)O,Arsenite,CPD0-2040,aso3
ASO3tex,aso3_p,reverse,[O-][As](O)O,Arsenite,CPD0-2040,aso3
MANGLYCtex,manglyc_e,forward,O=C([O-])C(CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,2(alpha-D-Mannosyl)-D-glycerate,alpha-Mannosylglycerate,manglyc
MANGLYCtex,manglyc_p,reverse,O=C([O-])C(CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,2(alpha-D-Mannosyl)-D-glycerate,alpha-Mannosylglycerate,manglyc
EX_frulys_e,frulys_e,forward,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-],Fructoselysine,N(6)-(D-fructosyl)-L-lysine,frulys
METOX1s,h2o2_c,forward,OO,Hydrogen peroxide,H2O2,h2o2
METOX1s,met__L_c,forward,CSCCC([NH3+])C(=O)[O-],L-Methionine,2-Amino-4-(methylthio)butyric acid,met  L
METOX2s,h2o2_c,forward,OO,Hydrogen peroxide,H2O2,h2o2
METOX2s,met__L_c,forward,CSCCC([NH3+])C(=O)[O-],L-Methionine,2-Amino-4-(methylthio)butyric acid,met  L
FRUURt2rpp,fruur_p,forward,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-Fructuronate,FRUCTURONATE,fruur
FRUURt2rpp,h_p,forward,[H+],H+,H(+),h
FRUURt2rpp,fruur_c,reverse,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-Fructuronate,FRUCTURONATE,fruur
FRUURt2rpp,h_c,reverse,[H+],H+,H(+),h
FRUURtex,fruur_e,forward,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-Fructuronate,FRUCTURONATE,fruur
FRUURtex,fruur_p,reverse,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,D-Fructuronate,FRUCTURONATE,fruur
ECAtpp,unagamuf_c,forward,CC(=O)N[C@@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](C(=O)[O-])[C@@H](O[C@H]2O[C@H](C)[C@H](NC(C)=O)[C@H](O)[C@H]2O)[C@@H]1O,"Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose","Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose",unagamuf
O16AT,accoa_c,forward,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],Acetyl-CoA,Acetyl-CoA,accoa
O16AT,ragund_c,forward,CC(=O)NC1C(OP(=O)([O-])OP(=O)([O-])OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)OC(CO)C(O)C1OC1OC(C)C(O)C(O)C1O,Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,ragund
O16GALFT,garagund_c,forward,CC(=O)NC1C(OP(=O)([O-])OP(=O)([O-])OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)OC(CO)C(O)C1OC1OC(C)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC(C)=O,Glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate,garagund
